NEWS TITLE,NEWS LINK,SOURCE,CONTENTS
"80% of buildings in Lekki have no government approval, says commissioner",https://www.thecable.ng/80-of-buildings-in-lekki-have-no-government-approval-says-commissioner/amp/,TheCable ,"Oluyinka Olumide, commissioner for physical planning and urban development in Lagos, says 80 percent of buildings in the Ibeju Lekki-Epe corridor have no government approval.
The Lagos government has been facing backlash for the demolition of buildings and shanties across the state.
Tokunbo Wahab, commissioner for environment in Lagos, has repeatedly said the demolished structures were erected in contravention of the city’s masterplan, were never approved by the relevant agencies, and occluded drainage channels.
Punch reports Olumide as saying that despite the rigorous procedures involved in securing government approval, property developers and owners are still circumventing due process.
“Just last Thursday and Friday, my team and I were in the Ibeju Lekki and Epe axis and you would agree that anybody passing through that corridor would see a lot of estates marked,” he said. 
“We went there, and I can tell you that from what we saw, over 80 percent of them do not have approval. 
“The procedure to get approval is first to get the planning information, as to what those areas have been zoned for. In this case, what we have is agricultural land, and people now go to their families to buy agricultural land.
“Of course, those lands would be sold because those families do not know the use such land would be put to.
“The next thing to do is the fence permit. If you missed the earlier information on not knowing the area zoning, at the point of getting the fence permit, you would be able to detect what the area is zoned for. After that, the layout permits a large expanse of land.
“So, you can see all these layers. But people still go ahead to start advertising. Some have even gone to the extent of displaying the sizes they want to sell. Imagine someone in the diaspora who wants to send money without any knowledge. 
“Then, no approval is eventually gotten. Even if they pass the assignment and the survey to them, we would not grant the individual permit, because that area is not zoned for that purpose.”
On Sunday, Wahab said owners of recently demolished property in Maryland had been served notices since 2021.
“We are not just doing demolitions. The law allows us to remove encumbrances on the right of way of the drainage channels,” Wahab said on Channels Television.

"
"Natasha Akpoti, Boma Goodhead shortlisted for African Iconic Women Recognition Awards",https://www.thecable.ng/natasha-akpoti-boma-goodhead-shortlisted-for-african-iconic-women-recognition-awards/amp/,TheCable ,"Natasha Akpoti-Uduaghan, the senator representing Kogi central, and Boma Goodhead, the lawmaker representing Akuku/Asari Toru constituency in Rivers, have been shortlisted for the 2024 African Iconic Women Recognition Awards (AIWRA).
AIWRA is organised by Face of Democracy Nigeria (FDN) to recognise outstanding women for their contributions to peace-building and national development. 
Alexander Ajagbonna, FDN project director, said the organisation is confident with the profiles of the award nominees.
Ajagbonna said the awardees will be decorated on May 23 at the congress hall of Transcorp Hilton Hotel, Abuja. 
He said the awards recognise the roles played by the nominees in advancing the growth and development of women and children in their various constituencies and nation at large. 
Natasha Akpoti rose to prominence during the 2023 general election when she contested to represent Kogi central senatorial district in the national assembly. 
The Independent National Electoral Commission (INEC) declared Abubakar Sadiku-Ohere, the candidate of the All Progressives Congress (APC), as the winner of the election.

However,  the election petition tribunal sitting in Lokoja, Kogi state capital and the court of appeal declared and affirmed Natasha Akpoti as the duly elected senator for Kogi central.
On her part, Boma Goodhead is described as “a dogged and fearless fighter, who has contributed immensely to the advancement of democracy as well as the development of her constituency”.

"
"AT A GLANCE: 33 prosecuted, six convicted… EFCC’s corruption cases against ex-governors",https://www.thecable.ng/at-a-glance-33-prosecuted-six-convicted-efccs-corruption-cases-against-ex-governors/amp/,TheCable ,"Often, officials of the Economic and Financial Crimes Commission (EFCC) knock at the doorsteps of former governors as soon as their immunity expires. They are asked to account for their financial decisions, especially when foul play is suspected. 
In 2023, Bello Matawalle, former governor of Zamfara and current minister of state for defence, criticised the EFCC for prosecuting only ex-governors, alleging that federal government officials are also corrupt.
However, the fight against corruption took a dramatic turn recently when Yahaya Bello, former governor of Kogi, “resisted” arrest by operatives of the EFCC and, at a point, was whisked away by Usman Ododo, his successor.
In this report, TheCable examines the trials of former governors by the EFCC since the anti-graft agency was established in 2003.
Advertisement
Some ex-governors were invited and grilled; others were investigated and arrested; yet, they have not been prosecuted. Those who fall under this category include Abdulaziz Yari and Bello Matawalle, former Zamfara governors; Kayode Fayemi, Ekiti; Samuel Ortom, Benue; Rabiu Kwankwaso, Kano; Theodore Orji, Abia; Aliyu Wamakko, Sokoto; Ali Modu Sheriff, Borno; the late Olusegun Agagu, Ondo and a few others.
But how many of the former governors have been charged so far, and how many have eventually been convicted?
PROSECUTED
Yahaya Bello, Kogi 
The EFCC is prosecuting Yahaya Bello alongside Ali Bello, Dauda Suleiman and Abdulsalam Hudu on 19-count charges bordering on money laundering to the tune of N80 billion. Bello served for two terms, from 2016 to 2024, as governor of Kogi.
On April 17, the EFCC operatives restricted movement in and around Bello’s house situated on Benghazi street, Wuse Zone 4, before Usman Ododo, his successor, arrived and was later seen leaving with Bello.
The EFCC also accused Bello of not showing up in court and served him charges through his counsel, Abdulwahab Muhammad.
Attahiru Bafarawa, Sokoto
The commission accused Bafarawa, who served as governor between 1999 and 2007, of misappropriating and embezzling N15 billion.
In 2018, a Sokoto state high court discharged and acquitted him of the corruption charges.
Meanwhile, in January 2024, a second witness in the trial said the former governor diverted a staggering N4.6 billion he received as a security fund from the office of Sambo Dasuki, the former national security adviser (NSA).
The anti-corruption agency is now prosecuting Bafarawa on amended 25-count charges bordering on criminal breach of trust and diversion of public funds
Abdulfatah Ahmed, Kwara
Abdulfatah Ahmed, a former governor of Kwara state, has been interrogated three times by the EFCC on how a sum of N3 billion was spent during his administration.
In December 2020, he was at the commission’s office in Ilorin to clarify certain transactions and decisions he took as governor. In May 2021, he was grilled at the EFCC headquarters in Abuja over allegations of fraud.
In February 2024, the former governor was arraigned on a 12-count charge bordering on alleged mismanagement of N10 billion in public funds.
Gabriel Suswam, Benue
Suswam and Omadachi Okolobia, a former commissioner of finance, are facing amended 11-count charges bordering on money laundering of N3.1 billion naira.
Murtala Nyako, Adamawa
On July 19, 2021, a federal high court in Abuja ruled that a former governor of Adamawa state, Murtala Nyako, has a case to answer in the N29 billion fraud charges brought against him by the EFCC.
Nyako is being prosecuted by the anti-graft agency alongside his son on 37-count charges of criminal conspiracy, stealing, abuse of office, and money laundering.
Timipre Sylva, Bayelsa
In 2015, the EFCC reopened a 42-count charge against Sylva for allegedly stealing the state fund between 2007 and 2011 when he was governor.
Sylva was charged alongside three others – Francis Okokuro, Gbenga Balogun, and Samuel Ogbuku – for allegedly using three companies—Marlin Maritime Limited, Eat Catering Services Limited, and Haloween-Blue Construction and Logistics Limited—to move about N19.2 billion from Bayelsa state coffers between 2009 and 2012, under a false pretence of using the withdrawn money to augment the salaries of state government workers.
Sule Lamido, Jigawa
The EFCC charged Lamido and two of his sons – Aminu and Mustapha — in 2015. They faced 37 amended charges bordering on money laundering until the case was thrown out.
In 2023, the court of appeal in Abuja dismissed the eight-year-long case on a technical ground of lack of jurisdiction by the federal high court to conduct the trial in Abuja instead of Jigawa.
Last year, the EFCC asked the supreme court to set aside the ruling of the appellate court.
Ayo Fayose, Ekiti
The EFCC is prosecuting Fayose for alleged N6.9 billion fraud and money laundering. The case started in 2014 when Fayose and one Abiodun Agbele were said to have taken possession of N1.2 billion to fund his gubernatorial election campaign in Ekiti.
His case recently stalled at the federal high court in Lagos after the judge failed to sit.
Chimaroke Nnamani, Enugu
Nnamani was prosecuted by the EFCC for a “N5.3 billion fraud”. The former governor was first arraigned before Justice Tijani Abubakar in 2007.
The Enugu ex-governor and Sunday Anyaogu, his aide, were linked to six firms that were reported to have laundered funds from the state treasury, especially funds meant for the LGAs state. The firms were Rainbownet Nigeria Limited, Hillgate Nigeria Limited, Cosmos FM, Capital City Automobile Nigeria Limited, Renaissance University Teaching Hospital and Mea Mater Elizabeth High School.
In 2015, a federal high court in Lagos convicted four companies belonging to Nnamani and ordered their forfeiture to the federal government.
The companies had pleaded guilty to a 10-count charge brought against them by the EFCC.
Sullivan Chime, Enugu
Following the end of his tenure in 2015, the former governor was investigated by the EFCC over his alleged role in the sharing of N23 billion campaign fund money involving Dieziani Alison-Madueke, former minister of petroleum.
He is one of the 13 governors the anti-corruption agency reopened their cases in January 2024.
Abdullahi Adamu, Nasarawa
Adamu served as governor of Nasarawa between 1999 and 2007. He was also the senator representing Nasarawa West until he became the national chairman of the All Progressives Congress (APC) in 2022.
In March 2010, the EFCC filed a 149 count against Adamu and 18 others, including former Nasarawa state officials and contractors, over allegations involving N15 billion fraud.
Danjuma Goje, Gombe
Following an eight-year-long back and forth, the EFCC, in 2019, handed over Goje’s “N25 billion fraud” case to the office of the attorney-general of the federation.
The federal government later withdrew the corruption charges against him.
Peter Odili, Rivers
A few months ago, the EFCC reopened the investigation of Peter Odili over the alleged diversion of N100 billion while he was governor of Rivers between 1999 and 2007.
However, since 2008, Odili has had a perpetual court injunction preventing the EFCC from investigating or arresting him.
Abubakar Audu, Kogi
In 2013, the EFCC arraigned the former governor of Kogi State, Abubakar Audu, alongside Ibn Mustapha, a former director general of the directorate of rural development in his administration, before Justice A.O. Adeniyi of the high court sitting in Abuja.
The duo were arraigned on a 36-count charge bordering on criminal breach of trust and misappropriation of public funds to the tune of N10 billion.
Audu died in 2015.
Gbenga Daniel, Ogun
Gbenga Daniel was arrested on October 6, 2011, a few months after the end of his tenure.
Subsequently, in what later turned out to be an 11-year-long trial, the former governor faced a 38-count charge of stealing public funds, bribery, fraudulent conversion of public property and false declaration of assets to the tune of N211.3 million.
In 2022, a three-man panel of the appeal court sitting in Ibadan, Oyo state, dismissed the corruption charges against Daniel and held that the former governor was being prosecuted for non-existent offences and for offences for which there was no evidence to substantiate.
Saminu Turaki, Jigawa
The EFCC had, in July 2007, filed a 32-count charge of corruption and money laundering against Turaki at a federal high court in Dutse, the state capital. The anti-graft agency accused him of laundering N36 billion from the state coffers.
Although his trial was stalled along the line when the EFCC claimed he had absconded after being granted bail, he was later re-arrested in Abuja by operatives of the commission and brought before a court for trial on September 19.
In 2022, he was acquitted by the court, but the EFCC said it would return to court over the case.
Rochas Okorocha, Imo
On May 30, 2022, the EFCC arraigned the former governor of Imo, who is now a Nigerian senator, and six others on 17-count charges bordering on conspiracy, stealing, conversion of public funds, and money laundering to the tune of N3 billion.
A federal capital territory high court in Abuja dismissed the suit in July 2023 as “an abuse of court process”.
Ikedi Ohakim, Imo
Ohakim was prosecuted by the EFCC for allegedly making a cash payment of over $2 million for a piece of land at Asokoro, Abuja.
The EFCC said the investigation into the alleged offence began in 2010 – a year before the expiration of Ohakim’s tenure – after the commission received petitions coupled with intelligence reports.
Jonah Jang, Plateau
Jang and Yusuf Pam, a former cashier in the office of the secretary to the state government (OSSG) faced trial for alleged criminal breach of trust and misappropriation of Plateau funds to the tune of N6.3 billion.
In 2018, the anti-corruption agency said it traced properties worth N500 million to the former governor. The commission said he purchased the properties from New Capital Properties Limited, a subsidiary of Northern Nigerian Development Company (NNDC), Kaduna.
In 2022, the court acquitted Jang of the corruption charges levelled against him.
Usman Dakingari, Kebbi
The former governor oversaw the administration of Kebbi from 2012 to 2015 before the election that brought him in was annulled.
In 2018, he was arraigned on a 13-count charge of conspiracy and money laundering to the tune of N450 million.
The former governor allegedly connived with two other defendants to collect the sum that was said to have been distributed by Deizani Allison Madueke, former minister of petroleum resources, to influence the 2015 general election.
Ramalan Yero, Kaduna
In 2018, a federal high court sitting in Kaduna remanded Ramalan Yero over “his role” in the disbursement of N750 million in campaign funds for the PDP during the 2015 general election.
He was remanded alongside Nuhu Wya, a former minister; Abubakar Gaya-Haruna, a former chairman of the Peoples Democratic Party (PDP) in Kaduna; and Hamza Ishaq, a former secretary to the Kaduna state government.
In 2022, he was re-arraigned, but he pleaded “not guilty” to the charges against him.
Ibrahim Shema, Katsina
The EFCC arraigned Shema in 2017 on a 22-count charge of criminal breach of trust, forgery and abuse of office.
Before his arraignment, the former governor had refused to honour the commission’s invitation.
Shema was charged alongside Sani Makana, commissioner for local government and chieftaincy affairs; Lawal Safana, permanent secretary for local government and chieftaincy affairs; and Ibrahim Lawal Dankaba, chairman, Katsina Association of Local Government of Nigeria (ALGON), for allegedly diverting public funds to the tune of N11 billion during his tenure as governor between 2012 and May 2015.
The state later withdrew the case.
Rashidi Ladoja, Oyo
In 2008, the EFCC dragged Ladoja and Waheed Akanbi, who served as commissioner for finance under the former governor, to court over a N4.7 billion fraud case.
After an 11-year-old trial, Mohammed Idris, the presiding judge, discharged and acquitted the former governor, saying the evidence brought to court against the defendants was “too low on credible evidence.”
Alao Akala, Oyo
Before his death, the EFCC arraigned the former governor on an 11-count charge bordering on alleged criminal conspiracy and fraudulent practices to the tune of N11.5 billion.
Akala stood trial alongside Hosea Agboola, former commissioner for local government and chieftaincy affairs, and Olufemi Babalola, chief executive officer of Pentagon Consults.
Akwe Doma, Nasarawa
Doma served as Nasarawa governor for a term. Shortly after his tenure, the commission started the prosecution of the former governor on a 10-count charge bordering on financial crimes.
Between 2007 and 2009, Doma allegedly conspired with some government officials to fraudulently launder state funds to the tune of N8 billion.
He died in 2018 at the age of 75.
James Ngilari, Adamawa
Ngilari served briefly between 2007 and 2008 as governor of Adamawa.
Despite his stint, the former governor was charged and remanded in EFCC’s custody for violation of procurement laws in the award of a contract of N167 million for the supply of twenty-five units of operational vehicles (Toyota Corolla).
In March 2017, Ngilari was sentenced to five years in jail without an option of a fine by a Yola high court, but he was later acquitted and freed by the court of appeals in July of the same year.
Willie Obiano, Anambra
Earlier this year, the commission arraigned Willie Obiano, a former governor of Anambra state, before a federal high court in Abuja on nine counts charges bordering on money laundering, diversion of funds, stealing, and corruption to the tune of N4 billion.
The presiding judge ordered that the defendant’s passport and travel documents be kept in the custody of the court and that the Nigeria Immigration Service be notified of the arrangements.
CONVICTED
Joshua Dariye, Plateau
After a trial that lasted eight years, in June 2018, Dariye was finally sentenced to 14 years in prison for criminal breach of trust and two years for misappropriation of public funds, to run concurrently.
He was released from the correctional facility in the Kuje council area of the federal capital territory (FCT), on August 8, 2022, after receiving a presidential pardon from former President Muhammadu Buhari.
Jolly Nyame, Taraba
The EFCC charged Nyame with abuse of office and diversion of N1.64 billion during his tenure as governor of Taraba between 1999 and 2007.
Having stood trial for about 11 years, Adebukola Banjoko, judge of a federal capital territory high court in Gudu, convicted Nyame on May 30, 2018, and sentenced him to 14 years in prison.
The former governor then appealed the judgment and the jail term was reduced to 12 years. Still dissatisfied, he headed to the apex court. In 2020, the supreme court affirmed the judgment of the court of appeal.
Two years later, in April 2022, at a council of state meeting, former President Muhammadu Buhari pardoned Nyame.
Lucky Igbinedion, Edo
Following his tenure as governor of Edo from 1999 to 2007, Igbinedion was convicted in December 2008 for embezzling N2.9 billion which belonged to the state.
In 2008, a federal high court in Enugu sentenced him to six months imprisonment with the option of a N3.5 million fine. The judge also ordered the forfeiture of N500 million, and three properties, including one in Abuja, seized from him.
In 2021, he was detained by the EFCC over alleged criminal diversion of public funds to the tune of N1.6 billion.
James Ibori, Delta
After his term as Delta governor, in 2012, Ibori was sentenced by a United Kingdom Southwark Crown Court to 13 years in prison after he was found guilty of counts of money laundering and related offences to the tune of £50 million.
He was released in December 2016, having spent about half of the jail sentence in a UK prison.
Nuhu Ribadu, then EFCC chairman, alleged that Ibori attempted to bribe him to drop the charges with a cash gift of $15 million, which Ribadu immediately lodged in the Central Bank of Nigeria as an exhibit.
Diepreye Alamieyeseigha, Bayelsa
Alamieyeseigha was impeached as governor in 2005 and in December of that year, he was arrested by the EFCC and charged with money laundering and corruption offences.
Before this, he had been arrested by the London Metropolitan Police and was charged with three counts of money laundering. 
In July 2007, Alamieyesigha pleaded guilty and was sentenced to two years in prison from the day of his arrest two years earlier. He was released a few hours after his sentence. On March 12, 2013, President Goodluck Jonathan granted Alamieyeseigha a state pardon.
Orji Kalu, Abia
In 2019, Kalu, a member of the senate, was sentenced to 12 years imprisonment after he was convicted of diverting N7.1 billion from the coffers of Abia state during his time as governor.
The EFCC had opened a 36-count charge against him and Ude Jones Udeogu, a former director of finance and accounts in Abia. On May 8, 2020, the supreme court nullified his conviction, and Kalu was released from prison.
Recently, the EFCC said it would fix the loopholes in its tactics to reopen the N6.7bn fraud case against the former governor.
"
EFCC chairman: How 17-year-old boy mesmerised me with his internet fraud skills,https://www.thecable.ng/efcc-chairman-how-17-year-old-boy-mesmerised-me-with-his-internet-fraud-skills/amp/,TheCable ,"Ola Olukoyede, chairman of the Economic and Financial Crimes Commission (EFCC), has recounted how a 17-year-old boy mesmerised him with his internet fraud skills.
Speaking at a press conference in Abuja, the EFCC chairman said the boy was able to decipher his banking details, including the bank verification number (BVN), by just knowing his mobile phone number.
“I brought in a 17-year-old who is studying History and Anthropology. He is not doing anything science. He sat there in my office in Lagos and demonstrated something to me on my laptop,” Olukoyede said.
“He asked for my (phone number) number and through it, he got my BVN. He mentioned the name of my account without me telling him anything.”
The EFCC chairman said the commission is not interested in sending internet fraudsters to jail but in rehabilitating them for better purposes.
“On our own, we plead for a light sentence for them, so we can reorientate them,” he said.
“What joy will I derive from sending a 17-year-old to jail? You would have destroyed his future, you would have destroyed his career. Most times they are given the option of a fine.
“We bring them back, lecture them and talk to them. This particular boy, when I asked him why he does what he does. He said both of his parents are farmers and could not go to the farm because of insecurity.
“He is the one feeding his parent. He is the one responsible for the tuition of his younger ones.
“In as much as I want to do my job, I saw a Bill Gates in the guy. I told him If he gets out of this, I will personally take responsibility for his schooling.”
Olukoyede said the anti-graft agency is setting up a cybercrime research centre where internet fraudsters will be reoriented.
“Now we are coming up with what we call a cybercrime research centre as a part of the projects in our new academy where we would bring some of these boys during vacation, the way they are capturing them, the way we have 419 training schools,” he said.
“We are going to come up with a hub that would help us channel those skills towards positive things.”
In March, Olukoyede said the agency has plans to rehabilitate convicted internet fraudsters with lesser sentences.
He told the delegation of the National Association of University Students (NAUS) that the rehabilitation would be a potent way of reorienting the minds of the convicts and redirecting their productive energies to positive endeavours.



"
16 passengers burnt to death in Enugu auto crash,https://www.thecable.ng/16-passengers-burnt-to-death-in-enugu-auto-crash/amp/,TheCable ,"The police command in Enugu says 16 persons were killed in a road accident after an 18-seater bus lost control and rammed into a section of Maduka University.
Daniel Ndukwe, Enugu police spokesperson, said the incident occurred around 5:30pm on Tuesday, adding that the Toyota bus went up in flames, burning the passengers beyond recognition.
He added that two persons survived the incident and were immediately hospitalised.
The spokesperson said the take-off point and final destination of the victims were yet to be ascertained.
“An 18-seater white-coloured Toyota Hummer bus with registration number: DAS 215 XA, and with an inscription, ‘Marsha Alla’ driving at a high speed towards Nsukka from the Enugu axis of the road, suddenly lost control and plunged into a fence belonging to Maduka University along the road,” the spokesperson said.
“It immediately burst into flames after hitting the fence and burnt beyond recognition, 16 passengers on board.
“Only two passengers were rescued alive by police officers, soldiers, and good-spirited individuals, and taken to a hospital for immediate medical attention.
“The vehicle was loaded with edible vegetables, food items, and luggage belonging to the deceased passengers.”
On April 28, 19 persons were burnt to death in an auto crash along the Okene-Lokoja highway in Kogi state. 

"
"Lagos-Calabar highway: Umahi directs closure of Landmark beach, begins demolition of shanties",https://www.thecable.ng/lagos-calabar-highway-fg-directs-closure-of-landmark-beach-begins-demolition-of-shanties-on-right-of-way/amp/,TheCable ,"David Umahi, minister of works, has flagged off the demolition of structures on the government’s right of way for the construction of the Lagos-Calabar coastal highway.
In an interaction with journalists on Saturday, the minister said no structure belonging to the Landmark beach resort was demolished, adding that only shanties erected on the government’s right of way were affected.
“Landmark has unfortunately made so much noise about this. I have revisited the place, and I can say none of his infrastructure is affected. Just the shanties are affected and they are bulldozed already. We are passing our coastal bridge within the right of way of the federal government,” he said.
“I have directed that the beach should be shut down for tomorrow and there is no beach. The place is owned by people who are sand filling it, and at the end of the day, there is no more beach.
“Those who are playing politics with it can go ahead. My job is simple: to pass the coastal road. It’s in a right-of-way within the coastal corridor which is the legitimate right-of-way of the federal government.”
The minister said those affected by the demolition will be adequately compensated, adding that documentation will start on May 2-3. 
Bolaji Ariyo, chief executive officer of Mami Chula Beach, said he shared the project’s vision “even if it causes inconvenience for a small number of people”.
“I understand when a government is promising to make life easy for the entire Nigerians. Some of us are affected, no doubt about it, but those affected are not up to 0.1% of the millions that will enjoy the coastal road,” Ariyo said.
“That’s why people like me have taken it to heart to also support Mr President and the honourable minister to ensure that this road comes to life.”
Employees of Landmark recently staged a protest against the sand filling of the beach for the road construction."
IED ‘planted by ISWAP’ kills eight members of civilian JTF in Borno,https://www.thecable.ng/ied-planted-by-iswap-kills-eight-members-of-civilian-cjf-in-borno/amp/,TheCable ,"At least, eight members of the civilian joint task force (CJTF) have been killed by an improvised explosive device (IED) planted by terrorists associated with the Islamic State’s West Africa Province (ISWAP) in Gamborun LGA of Borno.
Three other victims reportedly sustained various degrees of injuries from the incident.
Zagazola Makama, a counter-insurgency publication focused on the Lake Chad region, reports that eight of the victims died instantly after they stepped on a landmine suspected to have been planted by ISWAP on Saturday.
The victims were reportedly on their way to Maiduguri from Gamborun Ngala.
The publication said the wounded victims were evacuated to the hospital, while the CJTF members who died were taken to their families for burial arrangements.
On April 21, troops of the Nigerian Army (NA) destroyed a bread factory at an ISWAP hideout in Borno.
In January, three ISWAP commanders and 22 other members of the terrorist group were reportedly killed in military air strikes in the state.
On April 17, about 10 passengers in a commercial vehicle were killed and 20 sustained injuries after the vehicle stepped on an improvised explosive device (IED) planted at a roadside in Borno state.

"
TUC: New minimum wage announcement on Workers’ Day unrealistic,https://www.thecable.ng/tuc-expectation-of-new-minimum-wage-announcement-on-workers-day-unrealistic/amp/,TheCable ,"Festus Osifo, president of the Trade Union Congress (TUC), says organised labour’s expectation that the federal government will announce a new minimum wage on May 1 is unrealistic.
In January, the government set up a 37-member tripartite committee on the minimum wage. 
Subsequently, organised labour submitted a demand of N615,000 as the new minimum wage for workers, and urged the government to announce the new minimum wage on Workers’ Day. 
Speaking with NAN on Friday, Osifo said negotiations with the federal government on a new minimum wage are ongoing. 
“The negotiation by the tripartite committee is still ongoing. If you remember, the TUC earlier submitted N447,000 as the new minimum wage but we have harmonised our figure with the Nigeria Labour Congress (NLC),” he said.
“It is now N615,000. Regarding the ‘when’ for the new minimum wage, the committee is still working.
“So, certainly, May 1, will not work for the pronouncement of the new minimum wage. Except if the federal government wants to pay the minimum wage of N500,000 to workers.
“If you look at the N615, 000, you will think that the amount is right but when we did that computation, a dollar was about N1, 700.
“I am hopeful that the committee will meet after May 1.” 

"
"CSOs fault award of oil pipeline protection contracts to ‘militants, ex-bandits’",https://www.thecable.ng/csos-fault-award-of-pipeline-protection-contracts-to-militants-ex-bandits/amp/,TheCable ,"The Civil Society Coalition for Mandate Protection (CSC-MAP) has asked the federal government to stop awarding oil pipeline protection contracts in the Niger Delta region to “militants”.
At a rally in the Ojota area of Lagos on Wednesday, the coalition of 55 civil society groups said such contracts should be awarded to professionals and not “former bandits who once led an armed insurrection against the state”.
In a statement signed by Micheal Ajayi, deputy coordinator of the coalition, the groups said “indigenous peoples from the oil-producing communities feel sidelined by this arrangement and are opposed to the idea of giving pipeline protection contracts to armed groups”.
“The NNPC may be unconsciously empowering armed groups through pipeline contracts in the Niger Delta,” the statement adds. 
“The majority of people in oil-producing companies are sidelined by the fact that some of the companies involved in the pipeline protection are not indigenous to the communities and territories expected to be protected.
“The indigenous communities like Itsekiri and Ilaje are being sidelined. There is a looming dispute which can snowball into a major problem.
“It is inconceivable that oil pipeline protection in Itsekiri and Ilaje have been handed over to interests that fought these communities with arms and ammunition in the past.”
The groups advised the government to launch a new amnesty programme to ensure that armed groups remaining in the Niger Delta surrender their weapons. 
Earlier this month, the Civil Society Coalition in Nigeria (CSCN) called on the government to ensure pipeline protection contracts are no longer awarded to militants.
The group said it amounted to “self-deceit” for militants to be given billions of naira to protect oil pipelines, noting that such an act may further fuel the proliferation of illicit arms in the Niger Delta region.
Corroborating this in March, Tajudeen Olanrewaju, a former minister of communications, said “repentant” non-state actors cannot be trusted with the security of Nigeria’s oil pipelines.

"
Obi: Lagos-Calabar coastal highway a misplaced priority… may not be completed in 30 years,https://www.thecable.ng/obi-lagos-calabar-coastal-highway-a-misplaced-priority-may-not-be-completed-in-30-years/amp/,TheCable ,"Peter Obi, presidential candidate of the Labour Party (LP) in the 2023 elections, says the construction of the Lagos-Calabar coastal highway is a misplaced priority by the federal government.
In a series of posts on his X handle on Monday, the former Anambra governor said the government should focus on completing the countless abandoned road projects across the country.
“At the forefront of my concerns is the pressing issue of numerous uncompleted roads scattered across the country many of which have become hazardous death traps and security risks,” Obi wrote.
“Most of these roads, vital for economic growth, regional connectivity, and overall development have been under construction for several years if not decades now and are unlikely to be completed any time soon due to poor and unplanned funding.”
Obi said despite the envisaged benefits of the coastal highway, its funding would “only exacerbate the problem of abandoned uncompleted projects that are not contributing to economic growth and overall development” of the country.
He said the project may not be completed in the next 30 years and advised the federal government to prioritise the urgent needs of Nigerians.
“We must allocate resources towards repairing and completing existing infrastructure crucial for the well-being and safety of our society, before embarking on new projects, no matter their perceived benefits,” he said.
“Let’s prioritise the urgent needs of our people and ensure that our investments serve the collective good of the nation.
“In any development formula, the primary focus should be on completing and rehabilitating existing infrastructure rather than embarking on colossal new projects that may never reach completion within the next 30 years.”
Meanwhile, a week ago during an interview on Channels Television, Dave Umahi, minister of works, said the project would be completed in eight years.

"
"Kwankwaso destroying NNPP, attempting to hijack party structure, says founder",https://www.thecable.ng/kwankwaso-destroying-nnpp-attempting-to-hijack-party-structure-says-founder/amp/,TheCable ,"Boniface Aniebonam, the founder of the New Nigeria Peoples Party (NNPP), says Rabiu Kwankwaso, former governor of Kano, is destroying the party.
In 2023, NNPP’s board of trustees (BoT) suspended Kwankwaso, who was its presidential candidate in the last elections, over allegations of anti-party activities.
However, another faction of the party loyal to the former governor of Kano reversed the suspension.
Kwankwaso was subsequently expelled from the party after he failed to appear before the disciplinary committee set up to probe allegations of anti-party activities against him.
Speaking at a news conference in Lagos on Friday, Aniebonam, a former chairman of the BoT, said Kwankwaso is making attempts to hijack the party’s structure.
“Buba Galadima led the delegation, including Senator Suleiman Hunkuyi and Professor Sam Angai to my country home in Anambra, to plead for us to accept Kwankwaso in the NNPP,” he said.
“After the talks, I placed a call to Kwankwaso and after asking him questions about his intentions for Nigeria, I offered him the platform of NNPP as its sole candidate.
“I believed that Kwankwaso was not aware of the internal crisis in the party until he came out openly on live television, displaying a new logo and flag for the NNPP and mutilating its constitution.
“It is disturbing and if I continue to keep quiet, it will not be in the interest of the soul of the party as the founder and at some point, its board chairman.
“The party’s constitution says the founder is a life member of the board and even when I’m alive, my brother and good friend, Kwankwaso, for whatever reasons, is destroying the party I built from 2002 to 2022 when he joined us to contest the 2023 presidency.
“I funded the party for 22 years and Kwankwaso wants to hijack it even when he is not a member of the board of trustees or the leader of the party.
“The kangaroo convention even when there was a court order stopping it, is null and void because a Federal High Court in Abuja on Thursday ruled that the NNPP issue is an internal crisis.
“This means that the issues can only be settled using the constitution. However, we are ready to pursue the interpretation of the constitution up to the Supreme Court.”
Aniebonam maintained that Kwankwaso and others were expelled from the party for anti-party activities.
The NNPP founder added that he would grant him a pardon if he purged himself of what he was doing.

"
